   297 23.16 0.00 0.00    JBANCX010000001.1    122431    122525 (101272) C             Shellder     Unspecified  (5943)     692     598    
   302 17.33 0.00 0.00    JBANCX010000001.1    122455    122529 (101268) C             Shellder     Unspecified  (5943)     692     618    
   319 18.48 0.00 0.00    JBANCX010000011.1     40221     40312  (33176) C             Shellder     Unspecified  (5942)     693     602    
   238 18.75 0.00 11.11    JBANCX010000011.1     40255     40344  (33144) C             Shellder     Unspecified  (5943)     692     612    
   253 29.47 0.00 0.00    JBANCX010000011.1     48949     49043  (24445) C             Shellder     Unspecified  (5956)     679     585    
   227 13.04 0.00 0.00    JBANCX010000012.1      7703      7748  (63256) +             Shellder     Unspecified     632     677  (5958)    
   234 5.45 5.45 0.00    JBANCX010000012.1     12417     12471  (58533) +             Shellder     Unspecified     625     682  (5953)    
   227 26.38 1.08 2.17    JBANCX010000012.1     43513     43605  (27399) C             Shellder     Unspecified  (5926)     709     618    
   281 13.64 0.00 0.00    JBANCX010000015.1     20307     20372  (47813) +             Shellder     Unspecified     627     692  (5943)    
   275 16.84 0.00 0.00    JBANCX010000015.1     20314     20408  (47777) +             Shellder     Unspecified     598     692  (5943)    
   260 16.48 0.00 0.00    JBANCX010000015.1     20335     20425  (47760) +             Shellder     Unspecified     598     688  (5947)    
   226 19.70 0.00 0.00    JBANCX010000015.1     20368     20433  (47752) +             Shellder     Unspecified     598     663  (5972)    
   232 22.94 2.75 0.00    JBANCX010000019.1     12610     12718  (53974) +             Shellder     Unspecified     599     710  (5925)    
   467 20.48 2.16 5.19    JBANCX010000020.1        18       156  (63971) +               PPI251     Unspecified       1     135  (2772)    
   232 23.51 0.00 4.94    JBANCX010000020.1       308       392  (63735) +               PPI251     Unspecified    2827    2907     (0)    
   241 21.53 1.23 2.50    JBANCX010000021.1     12155     12235  (50554) C             Shellder     Unspecified  (5953)     682     603    
   268 22.57 0.00 6.74    JBANCX010000023.1      7100      7194  (53687) C             Shellder     Unspecified  (5924)     711     623    
   299 23.40 0.00 0.00    JBANCX010000023.1     26079     26172  (34709) C             Shellder     Unspecified  (5948)     687     594    
   264 21.69 0.00 0.00    JBANCX010000023.1     50760     50842  (10039) +             Shellder     Unspecified     610     692  (5943)    
   245 23.46 3.70 0.00    JBANCX010000025.1     23738     23818  (36842) +             Shellder     Unspecified     606     689  (5946)    
   232 27.96 0.00 0.00    JBANCX010000025.1     23748     23840  (36820) +             Shellder     Unspecified     598     690  (5945)    
   242 16.42 0.00 0.00    JBANCX010000025.1     34525     34591  (26069) C             Shellder     Unspecified  (5961)     674     608    
   266 11.76 4.41 0.00    JBANCX010000025.1     34534     34601  (26059) C             Shellder     Unspecified  (5943)     692     622    
   253 16.66 4.05 2.67    JBANCX010000028.1     27211     27284  (30186) C             Shellder     Unspecified  (5927)     708     634    
   266 24.18 3.30 0.00    JBANCX010000033.1     46846     46936   (6515) C             Shellder     Unspecified  (5923)     712     619    
   276 20.24 2.38 0.00    JBANCX010000033.1     46862     46945   (6506) C             Shellder     Unspecified  (5963)     672     587    
   228 18.87 0.00 0.00    JBANCX010000035.1     44509     44561   (8371) C             Shellder     Unspecified  (5957)     678     626    
   253 23.45 0.00 4.26    JBANCX010000038.1      8210      8307  (43474) +             Shellder     Unspecified     599     692  (5943)    
   228 28.09 0.00 0.00    JBANCX010000038.1     38879     38967  (12814) C             Shellder     Unspecified  (5926)     709     621    
   244 15.52 0.00 0.00    JBANCX010000038.1     38898     38955  (12826) C             Shellder     Unspecified  (5969)     666     609    
   226 21.79 2.56 0.00    JBANCX010000038.1     40709     40786  (10995) C             Shellder     Unspecified  (5958)     677     598    
   277 16.44 0.00 0.00    JBANCX010000038.1     40720     40792  (10989) C             Shellder     Unspecified  (5935)     700     628    
   232 26.23 0.00 3.57    JBANCX010000038.1     41075     41161  (10620) C             Shellder     Unspecified  (5954)     681     598    
   273 20.51 0.00 6.45    JBANCX010000038.1     41087     41185  (10596) C             Shellder     Unspecified  (5945)     690     598    
   308 16.99 0.00 9.47    JBANCX010000038.1     41139     41242  (10539) C             Shellder     Unspecified  (5943)     692     598    
   227 20.38 4.67 3.70    JBANCX010000047.1     28517     28623  (19572) C             Shellder     Unspecified  (5976)     659     552    
   235 13.64 0.00 0.00    JBANCX010000050.1     36007     36050  (11265) +             Shellder     Unspecified     652     695  (5940)    
   244 26.29 0.00 3.03    JBANCX010000051.1     10523     10624  (36640) C             Shellder     Unspecified  (5939)     696     598    
   229 16.25 1.22 2.47    JBANCX010000056.1     23328     23409  (22025) C             Shellder     Unspecified  (5956)     679     599    
   256 14.83 1.06 6.74    JBANCX010000056.1     23349     23442  (21992) C             Shellder     Unspecified  (5939)     696     608    
   232 16.72 5.85 16.03    JBANCX010000056.1     30884     31054  (14380) C             Shellder     Unspecified  (5872)     763     608    
   242 22.54 0.00 0.00    JBANCX010000056.1     30943     31013  (14421) C             Shellder     Unspecified  (5973)     662     592    
   234 15.38 0.00 8.33    JBANCX010000056.1     30948     31025  (14409) C             Shellder     Unspecified  (5966)     669     598    
   294 20.65 0.00 0.00    JBANCX010000056.1     30963     31054  (14380) C             Shellder     Unspecified  (5945)     690     599    
   257 20.78 0.00 0.00    JBANCX010000056.1     31005     31081  (14353) C             Shellder     Unspecified  (5936)     699     623    
   233 20.55 4.11 0.00    JBANCX010000058.1     10973     11045  (34065) +             Shellder     Unspecified     634     709  (5926)    
   252 21.89 0.00 3.12    JBANCX010000060.1      7572      7670  (36484) +             Shellder     Unspecified     598     693  (5942)    
   238 19.64 0.00 0.00    JBANCX010000065.1     30639     30694  (12544) C             Shellder     Unspecified  (5968)     667     612    
   357 16.99 6.93 0.93    JBANCX010000067.1      2509      2609  (40398) C              DMIFACA     Unspecified    (25)    5346    5240    
   257 24.77 0.00 0.95    JBANCX010000067.1     23595     23700  (19307) C             Shellder     Unspecified  (5933)     702     598    
   290 15.96 3.19 0.00    JBANCX010000067.1     23619     23712  (19295) C             Shellder     Unspecified  (5941)     694     598    
   229 21.43 0.00 0.00    JBANCX010000070.1     34140     34209   (7957) C             Shellder     Unspecified  (5959)     676     607    
   303 15.54 6.31 7.27    JBANCX010000070.1     34351     34461   (7705) C             Shellder     Unspecified  (5897)     738     629    
   228 14.29 11.69 0.00    JBANCX010000070.1     34566     34642   (7524) C             Shellder     Unspecified  (5943)     692     607    
   238 19.12 2.94 0.00    JBANCX010000073.1     19159     19226  (22584) C             Shellder     Unspecified  (5938)     697     628    
   697 28.27 0.00 0.00    JBANCX010000074.1       857      1047  (40640) +                 Hobo     Unspecified    2080    2270   (689)    
   260 27.71 0.00 0.00    JBANCX010000076.1     16209     16291  (25186) +             Shellder     Unspecified     597     679  (5956)    
   266 20.97 0.00 0.00    JBANCX010000076.1     16211     16272  (25205) +             Shellder     Unspecified     629     690  (5945)    
   277 16.36 0.00 0.00    JBANCX010000076.1     16211     16265  (25212) +             Shellder     Unspecified     632     686  (5949)    
   245 19.48 3.90 0.00    JBANCX010000076.1     34619     34695   (6782) C             Shellder     Unspecified  (5944)     691     612    
   267 17.86 0.00 0.00    JBANCX010000076.1     34646     34701   (6776) C             Shellder     Unspecified  (5947)     688     633    
   242 17.12 2.91 9.28    JBANCX010000077.1     31633     31735   (9675) +             Shellder     Unspecified     596     692  (5943)    
   243 18.17 2.22 8.24    JBANCX010000081.1     19582     19671  (20937) +             Shellder     Unspecified     625     709  (5926)    
   235 23.46 4.94 0.00    JBANCX010000082.1     31553     31633   (8918) C                  412     Unspecified  (6342)    1225    1141    
   245 27.54 0.00 0.00    JBANCX010000085.1     12631     12699  (25914) C             Shellder     Unspecified  (5948)     687     619    
   226 17.65 1.47 0.00    JBANCX010000085.1     14572     14639  (23974) C             Shellder     Unspecified  (5944)     691     623    
   277 25.88 5.26 1.69    JBANCX010000085.1     20508     20621  (17992) +             Shellder     Unspecified     612     729  (5906)    
   234 21.74 2.17 0.00    JBANCX010000088.1     17930     18021  (20137) +             Shellder     Unspecified     608     701  (5934)    
   246 28.29 0.00 2.02    JBANCX010000096.1      5436      5536  (31881) +             Shellder     Unspecified     598     696  (5939)    
   267 18.64 0.00 0.00    JBANCX010000096.1      5632      5690  (31727) +             Shellder     Unspecified     607     665  (5970)    
   255 21.67 0.00 1.67    JBANCX010000096.1      5638      5698  (31719) +             Shellder     Unspecified     646     705  (5930)    
   245 11.86 0.00 0.00    JBANCX010000096.1      5735      5793  (31624) +             Shellder     Unspecified     610     668  (5967)    
   253 15.25 1.69 0.00    JBANCX010000096.1     21746     21804  (15613) C             Shellder     Unspecified  (5942)     693     634    
   243 20.27 1.33 1.33    JBANCX010000096.1     24824     24898  (12519) C             Shellder     Unspecified  (5946)     689     615    
   269 19.05 3.10 6.40    JBANCX010000096.1     36107     36235   (1182) C             Shellder     Unspecified  (5913)     722     598    
   226 18.10 0.73 11.29    JBANCX010000096.1     36344     36480    (937) C             Shellder     Unspecified  (5913)     722     599    
   247 18.99 0.00 0.00    JBANCX010000097.1      2281      2359  (35023) +             Shellder     Unspecified     609     687  (5948)    
   231 19.32 1.12 1.12    JBANCX010000097.1      2293      2381  (35001) +             Shellder     Unspecified     600     688  (5947)    
   271 17.46 0.00 2.33    JBANCX010000097.1      9412      9499  (27883) +             Shellder     Unspecified     607     692  (5943)    
   263 17.17 0.00 9.57    JBANCX010000097.1      9433      9535  (27847) +             Shellder     Unspecified     599     692  (5943)    
   379 13.58 0.00 0.00    JBANCX010000097.1      9475      9555  (27827) +             Shellder     Unspecified     608     688  (5947)    
   264 18.56 5.15 0.00    JBANCX010000097.1      9496      9592  (27790) +             Shellder     Unspecified     599     700  (5935)    
   350 9.07 0.00 12.50    JBANCX010000097.1     13347     13409  (23973) +             Shellder     Unspecified     607     662  (5973)    
   300 26.00 0.00 0.00    JBANCX010000097.1     17710     17809  (19573) +             Shellder     Unspecified     598     697  (5938)    
   230 25.00 0.00 0.00    JBANCX010000097.1     18510     18577  (18805) +             Shellder     Unspecified     625     692  (5943)    
   227 22.39 0.00 0.00    JBANCX010000097.1     18529     18595  (18787) +             Shellder     Unspecified     608     674  (5961)    
   266 21.92 0.00 1.37    JBANCX010000099.1     35664     35737   (1486) +             Shellder     Unspecified     647     719  (5916)    
   289 17.02 0.00 0.00    JBANCX010000100.1     33632     33725   (3350) +             Shellder     Unspecified     599     692  (5943)    
   281 15.63 1.03 7.69    JBANCX010000101.1      2863      2959  (34032) +             Shellder     Unspecified     604     694  (5941)    
   262 23.94 0.00 0.00    JBANCX010000101.1      3048      3118  (33873) +             Shellder     Unspecified     612     682  (5953)    
   260 22.58 0.00 0.00    JBANCX010000101.1      3238      3299  (33692) +             Shellder     Unspecified     631     692  (5943)    
   278 23.80 0.94 0.94    JBANCX010000101.1      3245      3350  (33641) +             Shellder     Unspecified     608     713  (5922)    
   231 24.70 0.00 9.18    JBANCX010000102.1     15199     15305  (21454) +             Shellder     Unspecified     595     692  (5943)    
   304 17.04 1.89 5.88    JBANCX010000102.1     15245     15350  (21409) +             Shellder     Unspecified     591     692  (5943)    
   323 18.39 0.00 0.00    JBANCX010000102.1     15246     15332  (21427) +             Shellder     Unspecified     606     692  (5943)    
   265 18.09 0.00 0.00    JBANCX010000102.1     15292     15385  (21374) +             Shellder     Unspecified     598     691  (5944)    
   277 15.87 0.00 3.66    JBANCX010000102.1     20150     20234  (16525) +             Shellder     Unspecified     598     679  (5956)    
   258 18.36 18.18 0.97    JBANCX010000102.1     26374     26461  (10298) +             Shellder     Unspecified     638     740  (5895)    
   233 21.79 2.56 0.00    JBANCX010000108.1     34791     34868    (654) +             Shellder     Unspecified     610     689  (5946)    
   283 16.04 0.00 19.09    JBANCX010000109.1     33474     33604   (1784) C             Shellder     Unspecified  (5928)     707     598    
   225 14.89 3.09 3.09    JBANCX010000109.1     33552     33648   (1740) C             Shellder     Unspecified  (5940)     695     599    
   282 18.75 0.00 0.00    JBANCX010000109.1     33573     33668   (1720) C             Shellder     Unspecified  (5943)     692     597    
   246 15.94 7.25 0.00    JBANCX010000115.1      8942      9010  (25368) +             Shellder     Unspecified     611     684  (5951)    
   314 20.64 0.00 4.90    JBANCX010000115.1     24611     24717   (9661) +             Shellder     Unspecified     601     702  (5933)    
   287 25.56 0.00 0.00    JBANCX010000115.1     27133     27222   (7156) +             Shellder     Unspecified     602     691  (5944)    
   296 19.23 0.00 0.00    JBANCX010000115.1     27145     27222   (7156) +             Shellder     Unspecified     608     685  (5950)    
   232 17.24 0.00 0.00    JBANCX010000115.1     27799     27856   (6522) +             Shellder     Unspecified     635     692  (5943)    
   278 25.70 10.64 0.65    JBANCX010000115.1     28676     28816   (5562) +             Shellder     Unspecified     608     762  (5873)    
   243 17.37 0.00 9.68    JBANCX010000115.1     30319     30420   (3958) +             Shellder     Unspecified     600     692  (5943)    
   283 20.40 0.00 9.57    JBANCX010000115.1     30330     30432   (3946) +             Shellder     Unspecified     599     692  (5943)    
   255 22.08 11.69 0.00    JBANCX010000119.1      2741      2817  (30977) +             Shellder     Unspecified     619     704  (5931)    
   253 17.05 1.02 4.21    JBANCX010000124.1     10518     10615  (21901) +             Shellder     Unspecified     598     692  (5943)    
   259 29.36 8.26 0.00    JBANCX010000124.1     10692     10800  (21716) +             Shellder     Unspecified     614     731  (5904)    
   282 11.69 0.00 1.30    JBANCX010000124.1     11206     11283  (21233) +             Shellder     Unspecified     617     693  (5942)    
   502 26.26 3.40 3.90    JBANCX010000126.1     21034     21239  (11017) +               PPI251     Unspecified       1     205  (2702)    
   298 21.25 0.00 5.88    JBANCX010000126.1     21346     21435  (10821) +               PPI251     Unspecified    2823    2907     (0)    
   241 20.00 3.75 0.00    JBANCX010000133.1     29955     30034   (1186) +             Shellder     Unspecified     600     682  (5953)    
   245 12.50 0.00 0.00    JBANCX010000134.1      2292      2347  (28851) C             Shellder     Unspecified  (5951)     684     629    
   252 22.99 0.00 0.00    JBANCX010000136.1     28185     28271   (2840) C             Shellder     Unspecified  (5951)     684     598    
   228 22.89 1.18 2.38    JBANCX010000136.1     28410     28494   (2617) C             Shellder     Unspecified  (5963)     672     589    
   289 21.92 2.94 6.06    JBANCX010000140.1      3037      3138  (27482) C               PPI251     Unspecified  (2808)      99       1    
   255 15.99 0.00 14.46    JBANCX010000143.1      8193      8287  (21921) C             Shellder     Unspecified  (5944)     691     609    
   311 22.54 0.00 0.00    JBANCX010000143.1      8236      8306  (21902) C             Shellder     Unspecified  (5939)     696     626    
   286 27.96 1.08 0.00    JBANCX010000143.1      8459      8551  (21657) C             Shellder     Unspecified  (5944)     691     598    
   246 27.16 0.00 5.88    JBANCX010000143.1      8482      8571  (21637) C             Shellder     Unspecified  (5943)     692     608    
   242 24.37 0.00 2.56    JBANCX010000143.1      8504      8583  (21625) C             Shellder     Unspecified  (5941)     694     617    
   225 14.29 4.76 0.00    JBANCX010000143.1     11103     11165  (19043) C             Shellder     Unspecified  (5948)     687     622    
   255 21.62 6.76 0.00    JBANCX010000143.1     12202     12275  (17933) C             Shellder     Unspecified  (5946)     689     611    
   276 19.54 3.41 1.11    JBANCX010000143.1     12393     12480  (17728) C             Shellder     Unspecified  (5948)     687     598    
   269 23.61 0.00 5.88    JBANCX010000143.1     18624     18713  (11495) C               PPI251     Unspecified     (0)    2907    2823    
   486 21.82 1.46 2.96    JBANCX010000143.1     18862     18998  (11210) C               PPI251     Unspecified  (2772)     135       1    
   286 23.66 0.00 0.00    JBANCX010000146.1      5049      5141  (24890) C             Shellder     Unspecified  (5945)     690     598    
   266 22.22 3.33 0.00    JBANCX010000146.1      5067      5156  (24875) C             Shellder     Unspecified  (5945)     690     598    
   306 16.86 0.00 3.16    JBANCX010000146.1      5080      5177  (24854) C             Shellder     Unspecified  (5943)     692     598    
   348 20.00 0.00 0.00    JBANCX010000146.1      5098      5192  (24839) C             Shellder     Unspecified  (5943)     692     598    
   282 16.67 0.00 0.00    JBANCX010000146.1      5134      5199  (24832) C             Shellder     Unspecified  (5943)     692     627    
   310 14.67 4.00 0.00    JBANCX010000146.1      5527      5601  (24430) C             Shellder     Unspecified  (5951)     684     607    
   249 16.16 0.00 11.59    JBANCX010000146.1      5548      5624  (24407) C             Shellder     Unspecified  (5945)     690     622    
   292 21.86 1.72 5.36    JBANCX010000146.1     15019     15134  (14897) C             Shellder     Unspecified  (5925)     710     599    
   329 17.98 0.00 0.00    JBANCX010000146.1     15028     15116  (14915) C             Shellder     Unspecified  (5948)     687     599    
   345 18.09 0.00 0.00    JBANCX010000146.1     15050     15143  (14888) C             Shellder     Unspecified  (5943)     692     599    
   297 23.16 0.00 0.00    JBANCX010000146.1     15059     15153  (14878) C             Shellder     Unspecified  (5943)     692     598    
   319 21.78 0.00 0.00    JBANCX010000146.1     15083     15183  (14848) C             Shellder     Unspecified  (5943)     692     592    
   228 16.34 3.06 6.32    JBANCX010000146.1     15104     15201  (14830) C             Shellder     Unspecified  (5943)     692     598    
   351 19.57 0.00 0.00    JBANCX010000146.1     15118     15209  (14822) C             Shellder     Unspecified  (5945)     690     599    
   384 17.89 0.00 0.00    JBANCX010000146.1     15131     15225  (14806) C             Shellder     Unspecified  (5943)     692     598    
   309 24.72 0.00 0.00    JBANCX010000146.1     15147     15235  (14796) C             Shellder     Unspecified  (5941)     694     606    
   282 25.26 0.00 0.00    JBANCX010000146.1     15155     15249  (14782) C             Shellder     Unspecified  (5943)     692     598    
   227 30.12 0.94 2.88    JBANCX010000146.1     15180     15285  (14746) C             Shellder     Unspecified  (5941)     694     591    
   246 18.74 1.06 9.20    JBANCX010000146.1     15983     16076  (13955) C             Shellder     Unspecified  (5976)     659     573    
   249 23.17 0.00 0.00    JBANCX010000146.1     27406     27487   (2544) C             Shellder     Unspecified  (5956)     679     598    
   252 15.95 0.00 4.55    JBANCX010000147.1     22872     22963   (7055) C             Shellder     Unspecified  (5944)     691     604    
   247 16.36 0.00 0.00    JBANCX010000147.1     23489     23543   (6475) C             Shellder     Unspecified  (5952)     683     629    
   226 15.00 0.00 0.00    JBANCX010000149.1      5290      5349  (24194) C             Shellder     Unspecified  (5949)     686     627    
   247 14.28 4.23 1.37    JBANCX010000152.1     12862     12932  (16503) +             Shellder     Unspecified     598     670  (5965)    
   288 16.90 0.00 0.00    JBANCX010000152.1     13563     13633  (15802) C             Shellder     Unspecified  (5946)     689     619    
   242 14.08 0.00 0.00    JBANCX010000155.1     18811     18881  (10354) C             Shellder     Unspecified  (5944)     691     621    
   241 18.10 2.04 4.17    JBANCX010000159.1      5090      5187  (23846) +             Shellder     Unspecified     610     705  (5930)    
   276 15.93 0.00 9.47    JBANCX010000159.1      5158      5261  (23772) +             Shellder     Unspecified     598     692  (5943)    
   272 13.92 0.00 0.00    JBANCX010000159.1      5195      5273  (23760) +             Shellder     Unspecified     614     692  (5943)    
   253 18.48 0.00 0.00    JBANCX010000159.1      5206      5297  (23736) +             Shellder     Unspecified     598     689  (5946)    
   253 20.25 0.00 4.26    JBANCX010000162.1     20349     20446   (8351) C             Shellder     Unspecified  (5937)     698     605    
   270 19.44 0.00 0.00    JBANCX010000162.1     20352     20423   (8374) C             Shellder     Unspecified  (5957)     678     607    
   226 22.03 0.00 0.00    JBANCX010000163.1     10639     10697  (17912) +             Shellder     Unspecified     623     681  (5954)    
   291 15.02 0.00 3.75    JBANCX010000163.1     12112     12194  (16415) +             Shellder     Unspecified     607     686  (5949)    
   288 20.62 1.74 11.43    JBANCX010000164.1      1864      1978  (26591) C             Shellder     Unspecified  (5943)     692     588    
   243 18.89 3.23 3.23    JBANCX010000164.1      3996      4088  (24481) C             Shellder     Unspecified  (5945)     690     598    
   254 14.12 0.00 9.68    JBANCX010000164.1      4056      4157  (24412) C             Shellder     Unspecified  (5945)     690     598    
   288 14.06 0.00 0.00    JBANCX010000164.1      4104      4167  (24402) C             Shellder     Unspecified  (5945)     690     627    
   245 21.35 3.26 3.26    JBANCX010000164.1      6000      6091  (22478) C             Shellder     Unspecified  (5960)     675     584    
   304 19.48 0.00 0.00    JBANCX010000164.1      6000      6076  (22493) C             Shellder     Unspecified  (5951)     684     608    
   258 21.43 0.00 0.00    JBANCX010000164.1      6016      6085  (22484) C             Shellder     Unspecified  (5943)     692     623    
   326 16.51 0.00 4.71    JBANCX010000164.1      7091      7179  (21390) C             Shellder     Unspecified  (5924)     711     627    
   235 34.00 2.00 0.00    JBANCX010000165.1      2821      2920  (25519) C               Spoink     Unspecified  (1801)    3415    3314    
   249 10.17 1.69 0.00    JBANCX010000166.1     14712     14770  (13340) +             Shellder     Unspecified     632     691  (5944)    
   239 12.51 0.00 1.56    JBANCX010000168.1      3535      3599  (24425) +             Shellder     Unspecified     629     692  (5943)    
   228 24.05 0.00 0.00    JBANCX010000168.1     24630     24708   (3316) C             Shellder     Unspecified  (5937)     698     620    
   232 18.46 0.00 0.00    JBANCX010000168.1     24646     24710   (3314) C             Shellder     Unspecified  (5944)     691     627    
   255 27.00 2.00 0.00    JBANCX010000168.1     25137     25236   (2788) C             Shellder     Unspecified  (5945)     690     589    
   254 19.48 0.00 0.00    JBANCX010000169.1      7947      8023  (19908) +             Shellder     Unspecified     623     699  (5936)    
   296 14.06 0.00 0.00    JBANCX010000169.1      7947      8010  (19921) +             Shellder     Unspecified     629     692  (5943)    
   251 22.38 0.00 3.53    JBANCX010000174.1     16701     16788  (10959) C             Shellder     Unspecified  (5947)     688     604    
   308 12.50 0.00 0.00    JBANCX010000174.1     16709     16772  (10975) C             Shellder     Unspecified  (5943)     692     629    
   234 21.28 3.09 3.09    JBANCX010000174.1     17024     17120  (10627) C             Shellder     Unspecified  (5943)     692     596    
   279 25.88 0.00 0.00    JBANCX010000174.1     17045     17129  (10618) C             Shellder     Unspecified  (5943)     692     608    
   251 19.82 0.00 6.17    JBANCX010000174.1     18800     18885   (8862) C             Shellder     Unspecified  (5939)     696     616    
   229 18.53 1.03 5.38    JBANCX010000174.1     21796     21892   (5855) C             Shellder     Unspecified  (5950)     685     593    
   245 20.40 0.00 8.11    JBANCX010000174.1     21806     21885   (5862) C             Shellder     Unspecified  (5934)     701     628    
   263 14.08 4.23 0.00    JBANCX010000174.1     21815     21885   (5862) C             Shellder     Unspecified  (5949)     686     613    
   239 17.31 1.92 0.00    JBANCX010000180.1      2255      2306  (25139) +             Shellder     Unspecified     607     659  (5976)    
   257 14.89 0.00 0.00    JBANCX010000180.1      2261      2307  (25138) +             Shellder     Unspecified     647     693  (5942)    
   280 19.46 7.44 6.56    JBANCX010000185.1      1104      1224  (25816) C             Shellder     Unspecified  (5950)     685     564    
   240 22.39 0.00 0.00    JBANCX010000185.1      1274      1340  (25700) C             Shellder     Unspecified  (5949)     686     620    
   235 25.58 1.16 0.00    JBANCX010000190.1      6006      6091  (20643) C             Shellder     Unspecified  (5941)     694     608    
   252 16.67 0.00 0.00    JBANCX010000190.1      6033      6092  (20642) C             Shellder     Unspecified  (5945)     690     631    
   333 20.65 4.35 0.00    JBANCX010000192.1     11330     11421  (15257) C             Shellder     Unspecified  (5943)     692     597    
   370 15.19 0.00 0.00    JBANCX010000192.1     11337     11415  (15263) C             Shellder     Unspecified  (5944)     691     613    
   239 25.07 0.00 5.56    JBANCX010000192.1     11354     11467  (15211) C             Shellder     Unspecified  (5931)     704     597    
   235 19.57 0.00 0.00    JBANCX010000192.1     12694     12785  (13893) C             Shellder     Unspecified  (5945)     690     599    
   257 15.96 0.00 0.00    JBANCX010000192.1     12707     12800  (13878) C             Shellder     Unspecified  (5943)     692     599    
   269 12.66 0.00 0.00    JBANCX010000192.1     12743     12821  (13857) C             Shellder     Unspecified  (5943)     692     614    
   226 10.40 4.88 6.17    JBANCX010000192.1     12943     13024  (13654) C             Shellder     Unspecified  (5957)     678     598    
   260 15.10 1.61 14.55    JBANCX010000192.1     12962     13085  (13593) C             Shellder     Unspecified  (5943)     692     583    
   255 10.47 9.68 15.25    JBANCX010000192.1     12983     13106  (13572) C             Shellder     Unspecified  (5911)     724     607    
   251 18.56 2.06 0.00    JBANCX010000192.1     13131     13227  (13451) C             Shellder     Unspecified  (5931)     704     606    
   226 14.93 16.42 0.00    JBANCX010000195.1      9609      9675  (16786) +             Shellder     Unspecified     626     703  (5932)    
   262 26.67 0.00 1.11    JBANCX010000198.1     13249     13339  (12794) C             Shellder     Unspecified  (5935)     700     611    
   280 22.08 3.90 0.00    JBANCX010000198.1     13269     13345  (12788) C             Shellder     Unspecified  (5963)     672     593    
   524 22.13 8.99 1.98    JBANCX010000198.1     17151     17339   (8794) +               PPI251     Unspecified       1     202  (2705)    
   328 20.07 0.00 5.88    JBANCX010000198.1     17486     17575   (8558) +               PPI251     Unspecified    2823    2907     (0)    
   262 21.48 0.00 9.57    JBANCX010000199.1     13275     13377  (12741) C             Shellder     Unspecified  (5944)     691     598    
   239 25.64 1.28 0.00    JBANCX010000200.1     22525     22602   (3459) C             Shellder     Unspecified  (5927)     708     630    
   232 24.62 1.54 0.00    JBANCX010000202.1      4884      4948  (21030) +             Shellder     Unspecified     622     687  (5948)    
   291 29.70 0.00 0.99    JBANCX010000202.1     24910     25011    (967) +             Shellder     Unspecified     601     701  (5934)    
   628 23.18 4.02 2.48    JBANCX010000203.1     12460     12658  (13317) +               PPI251     Unspecified       1     202  (2705)    
   432 17.76 3.74 0.00    JBANCX010000205.1     16243     16349   (9575) +             Shellder     Unspecified     582     692  (5943)    
