   264 23.68 3.39 3.39    CANBKX010000001.1     21389     21506  (50557) +               Kuruka     Unspecified    4227    4344  (4489)    
   388 31.15 8.01 5.11    CANBKX010000164.1     33831     34192   (5254) +               Kuruka     Unspecified    3460    3831  (5002)    
   313 33.60 3.42 3.82    CANBKX010000176.1      3847      4109  (16521) C               Kuruka     Unspecified  (4277)    4556    4295    
   558 31.61 2.65 2.65    CANBKX010000176.1      4564      4940  (15690) C               Kuruka     Unspecified  (4996)    3837    3461    
   549 26.51 3.78 2.13    CANBKX010000188.1     10631     10815  (20124) C               Kuruka     Unspecified  (4247)    4586    4399    
   737 35.63 3.25 3.25    CANBKX010000208.1      7101      7715  (23720) +               Kuruka     Unspecified    3941    4555  (4278)    
   538 31.87 2.65 2.65    CANBKX010000215.1      3653      4029  (20735) +               Kuruka     Unspecified    3461    3837  (4996)    
   370 32.82 4.98 4.55    CANBKX010000215.1      4265      4746  (20018) +               Kuruka     Unspecified    4073    4556  (4277)    
   363 32.64 4.72 4.72    CANBKX010000216.1     31002     31255   (1502) C               Kuruka     Unspecified  (4995)    3838    3585    
   320 27.67 0.88 0.88    CANBKX010000218.1      9219      9331   (6588) C               Kuruka     Unspecified  (4282)    4551    4439    
   457 30.79 3.10 3.10    CANBKX010000218.1      9922     10179   (5740) C               Kuruka     Unspecified  (4993)    3840    3583    
  1783 33.63 3.60 2.86    CANBKX010000219.1     24981     26091   (1893) +               Kuruka     Unspecified    3462    4580  (4253)    
   842 35.41 5.38 4.53    CANBKX010000222.1     14811     15795   (6294) C               Kuruka     Unspecified  (4247)    4586    3594    
   350 33.98 0.64 0.64    CANBKX010000223.1     17931     18087  (23828) C               Kuruka     Unspecified  (4277)    4556    4400    
   432 31.35 4.55 4.84    CANBKX010000223.1     18645     18996  (22919) C               Kuruka     Unspecified  (4993)    3840    3490    
  1262 32.66 2.58 3.17    CANBKX010000223.1     31031     31729  (10186) C               Kuruka     Unspecified  (4206)    4627    3933    
   789 34.03 2.35 1.03    CANBKX010000223.1     31786     32168   (9747) C               Kuruka     Unspecified  (4985)    3848    3461    
   903 33.42 3.24 1.74    CANBKX010000223.1     36117     36795   (5120) C               Kuruka     Unspecified  (5718)    3115    2427    
   374 32.66 5.75 6.09    CANBKX010000224.1     16965     17277  (22408) C               Kuruka     Unspecified  (4292)    4541    4230    
   227 36.70 1.80 1.80    CANBKX010000224.1     17780     18001  (21684) C               Kuruka     Unspecified  (5115)    3718    3497    
   242 34.67 2.59 3.03    CANBKX010000231.1       297       528  (10968) C               Kuruka     Unspecified  (4381)    4452    4222    
   425 29.21 2.20 2.20    CANBKX010000236.1     11712     11893   (4915) +               Kuruka     Unspecified    3546    3727  (5106)    
   299 29.06 4.10 4.10    CANBKX010000236.1     12213     12334   (4474) +               Kuruka     Unspecified    4233    4354  (4479)    
   708 36.94 2.33 5.83    CANBKX010000239.1     11313     12430  (17645) +               Kuruka     Unspecified    3506    4586  (4247)    
   380 35.23 1.83 2.78    CANBKX010000239.1     20347     20673   (9402) +               Kuruka     Unspecified    3506    3829  (5004)    
   556 38.44 2.29 2.44    CANBKX010000239.1     20809     21464   (8611) +               Kuruka     Unspecified    3932    4586  (4247)    
   755 36.36 2.94 2.94    CANBKX010000242.1     19832     20477   (5860) C               Kuruka     Unspecified  (4247)    4586    3941    
   428 32.26 3.12 3.12    CANBKX010000243.1      2553      2808  (12174) +               Kuruka     Unspecified    3585    3840  (4993)    
   322 34.61 0.64 0.64    CANBKX010000243.1      3366      3522  (11460) +               Kuruka     Unspecified    4400    4556  (4277)    
   429 35.78 1.88 2.19    CANBKX010000244.1      7438      7757  (16366) C               Kuruka     Unspecified  (4294)    4539    4221    
   465 33.07 2.96 3.80    CANBKX010000244.1      8182      8552  (15571) C               Kuruka     Unspecified  (5004)    3829    3462    
   390 31.61 0.64 0.64    CANBKX010000244.1     16232     16387   (7736) C               Kuruka     Unspecified  (4282)    4551    4396    
   626 29.48 1.95 1.95    CANBKX010000244.1     16941     17196   (6927) C               Kuruka     Unspecified  (4993)    3840    3585    
   502 27.62 3.78 2.13    CANBKX010000253.1      5745      5929  (12290) C               Kuruka     Unspecified  (4247)    4586    4399    
   277 24.39 1.20 1.20    CANBKX010000253.1     15233     15315   (2904) C               Kuruka     Unspecified  (4818)    4015    3933    
   299 34.16 3.16 2.44    CANBKX010000254.1      4310      4594  (12823) C               Kuruka     Unspecified  (4324)    4509    4223    
   890 34.93 4.82 4.23    CANBKX010000267.1     12703     14113   (6900) C               Kuruka     Unspecified  (3969)    4864    3446    
   519 36.58 4.19 4.19    CANBKX010000275.1     15033     15771   (7973) C               Kuruka     Unspecified  (4162)    4671    3933    
   482 32.79 1.21 1.21    CANBKX010000276.1      7168      7414  (11438) C               Kuruka     Unspecified  (4999)    3834    3588    
   255 27.19 3.39 3.39    CANBKX010000278.1      5006      5123  (34062) C               Kuruka     Unspecified  (4489)    4344    4227    
   598 29.88 1.95 1.95    CANBKX010000280.1      6919      7174   (9719) +               Kuruka     Unspecified    3585    3840  (4993)    
   361 32.90 0.64 0.64    CANBKX010000280.1      7728      7883   (9010) +               Kuruka     Unspecified    4396    4551  (4282)    
   244 33.33 0.85 0.85    CANBKX010000290.1     17416     17533     (71) C               Kuruka     Unspecified  (4277)    4556    4439    
   591 35.02 3.35 4.26    CANBKX010000292.1      5359      6044   (3960) C               Kuruka     Unspecified  (4222)    4611    3932    
   417 34.90 1.06 1.42    CANBKX010000294.1      9738     10019  (11618) +               Kuruka     Unspecified    3458    3738  (5095)    
  1607 34.21 2.57 2.67    CANBKX010000308.1      6813      7785   (9335) C               Kuruka     Unspecified  (4403)    4430    3459    
   793 32.98 7.23 1.31    CANBKX010000308.1      8173      8891   (8229) C               Kuruka     Unspecified  (5670)    3163    2403    
  1530 34.11 3.19 3.29    CANBKX010000308.1     15259     16231    (889) C               Kuruka     Unspecified  (4403)    4430    3459    
   498 35.40 3.59 0.97    CANBKX010000308.1     16619     17120      (0) C               Kuruka     Unspecified  (5670)    3163    2649    
   490 35.60 0.00 0.00    CANBKX010000311.1      2164      2413  (10195) +               Kuruka     Unspecified    3585    3834  (4999)    
   569 36.03 1.37 1.65    CANBKX010000320.1     16910     17273   (6257) C               Kuruka     Unspecified  (4247)    4586    4224    
   345 35.75 1.83 2.77    CANBKX010000320.1     20079     20406   (3124) C               Kuruka     Unspecified  (5003)    3830    3506    
   250 33.72 3.85 3.85    CANBKX010000324.1      1333      1514  (30217) C               Kuruka     Unspecified  (4332)    4501    4320    
   842 33.07 4.97 2.78    CANBKX010000327.1      7872      8434  (10505) +               Kuruka     Unspecified    4203    4777  (4056)    
   505 35.08 0.80 0.80    CANBKX010000338.1      7688      7937   (8246) +               Kuruka     Unspecified    3585    3834  (4999)    
   257 32.69 6.84 6.30    CANBKX010000338.1      8181      8575   (7608) +               Kuruka     Unspecified    4077    4473  (4360)    
   266 29.99 4.10 1.60    CANBKX010000354.1     28692     28813   (2505) C               Kuruka     Unspecified  (4479)    4354    4230    
   360 37.84 1.18 1.57    CANBKX010000358.1      2707      2961  (16163) +               Kuruka     Unspecified    4283    4536  (4297)    
   230 31.51 5.18 6.15    CANBKX010000362.1       612       939  (22572) +               Kuruka     Unspecified    3506    3830  (5003)    
   374 39.36 1.66 1.85    CANBKX010000362.1      1181      1721  (21790) +               Kuruka     Unspecified    4039    4578  (4255)    
   539 27.07 3.78 2.13    CANBKX010000362.1      6529      6713  (16798) C               Kuruka     Unspecified  (4247)    4586    4399    
   378 36.36 1.22 1.22    CANBKX010000373.1      9493      9737  (21046) C               Kuruka     Unspecified  (4497)    4336    4092    
   443 30.45 7.48 1.77    CANBKX010000373.1      9986     10199  (20584) C               Kuruka     Unspecified  (4987)    3846    3621    
   508 36.26 4.17 0.60    CANBKX010000375.1     26697     27176   (7184) C               Kuruka     Unspecified  (5877)    2956    2460    
   246 29.98 2.58 5.30    CANBKX010000375.1     30750     30904   (3456) +               Kuruka     Unspecified    4224    4374  (4459)    
   364 32.00 4.00 0.00    CANBKX010000377.1      2429      2578  (25069) C               Kuruka     Unspecified  (4279)    4554    4399    
   265 37.83 1.03 1.03    CANBKX010000379.1      9931     10125   (6539) C               Kuruka     Unspecified  (4236)    4597    4403    
   524 37.50 4.25 4.15    CANBKX010000379.1     15300     16334    (330) +               Kuruka     Unspecified    3562    4597  (4236)    
   360 33.33 3.99 4.36    CANBKX010000382.1     10012     10287  (21996) C               Kuruka     Unspecified  (4272)    4561    4287    
   720 35.48 5.23 4.34    CANBKX010000384.1      3929      4865  (11956) C               Kuruka     Unspecified  (4279)    4554    3610    
   366 36.63 5.38 3.33    CANBKX010000388.1      1521      2226  (13912) C               Kuruka     Unspecified  (4484)    4349    3630    
   378 32.26 4.31 4.63    CANBKX010000391.1     12102     12426   (5300) C               Kuruka     Unspecified  (4292)    4541    4218    
   929 34.65 5.26 2.51    CANBKX010000393.1     12749     13642  (13184) C               Kuruka     Unspecified  (4333)    4500    3583    
   854 35.38 3.74 2.97    CANBKX010000393.1     18259     19193   (7633) C               Kuruka     Unspecified  (4309)    4524    3583    
   338 29.59 0.00 0.00    CANBKX010000394.1      9690      9787   (7016) +               Kuruka     Unspecified    3732    3829  (5004)    
   234 22.22 0.00 0.00    CANBKX010000394.1      9930      9974   (6829) +               Kuruka     Unspecified    3939    3983  (4850)    
   383 28.15 4.55 5.14    CANBKX010000394.1     10248     10423   (6380) +               Kuruka     Unspecified    4272    4446  (4387)    
   321 33.74 5.44 5.26    CANBKX010000396.1     11325     11912  (20056) C               Kuruka     Unspecified  (4172)    4661    4073    
   527 32.15 2.65 2.65    CANBKX010000396.1     12148     12524  (19444) C               Kuruka     Unspecified  (4996)    3837    3461    
  1093 33.52 5.93 3.62    CANBKX010000397.1      9898     10977  (24594) C               Kuruka     Unspecified  (4250)    4583    3480    
   457 33.52 3.86 3.86    CANBKX010000401.1      9664     10026  (26977) C               Kuruka     Unspecified  (4180)    4653    4291    
   315 32.67 4.88 5.45    CANBKX010000412.1     13699     14067   (4200) C               Kuruka     Unspecified  (4172)    4661    4295    
   469 28.94 4.86 4.86    CANBKX010000412.1     14494     14740   (3527) C               Kuruka     Unspecified  (5002)    3831    3585    
   382 36.58 1.61 0.80    CANBKX010000413.1      1777      2024   (6430) +               Kuruka     Unspecified    3585    3834  (4999)    
   400 34.60 6.47 4.08    CANBKX010000413.1      2254      2732   (5722) +               Kuruka     Unspecified    4065    4554  (4279)    
   295 24.56 3.39 3.39    CANBKX010000425.1      8173      8290  (22870) C               Kuruka     Unspecified  (4489)    4344    4227    
  1683 33.43 3.90 2.76    CANBKX010000441.1      4041      5295  (12608) +               Kuruka     Unspecified    3492    4760  (4073)    
   477 37.09 3.99 4.16    CANBKX010000448.1      3629      4230  (29101) +               Kuruka     Unspecified    3939    4539  (4294)    
   909 34.54 4.98 3.83    CANBKX010000450.1      2597      3499  (39138) C               Kuruka     Unspecified  (4333)    4500    3588    
   243 27.63 0.00 0.00    CANBKX010000450.1      4317      4392  (38245) C               Kuruka     Unspecified  (5952)    2881    2806    
  1945 33.01 3.45 2.76    CANBKX010000450.1     16188     17374  (25263) +               Kuruka     Unspecified    3462    4656  (4177)    
   385 31.66 6.89 4.30    CANBKX010000450.1     22735     23097  (19540) +               Kuruka     Unspecified    3458    3829  (5004)    
   397 35.23 4.88 5.21    CANBKX010000450.1     23209     23843  (18794) +               Kuruka     Unspecified    3909    4541  (4292)    
   935 35.57 3.05 1.85    CANBKX010000451.1     10015     11031  (22465) +               Kuruka     Unspecified    2127    3155  (5678)    
  1068 35.51 2.65 1.45    CANBKX010000451.1     11414     12093  (21403) +               Kuruka     Unspecified    3451    4138  (4695)    
  1052 33.19 1.66 1.66    CANBKX010000451.1     16006     16486  (17010) +               Kuruka     Unspecified    4137    4617  (4216)    
  1077 33.41 1.04 1.04    CANBKX010000451.1     18493     18973  (14523) +               Kuruka     Unspecified    4137    4617  (4216)    
   236 26.21 3.74 3.74    CANBKX010000458.1     10796     10902   (4453) +               Kuruka     Unspecified    4227    4333  (4500)    
   398 34.15 0.61 0.61    CANBKX010000459.1      6725      6889  (15986) C               Kuruka     Unspecified  (4270)    4563    4399    
   302 25.93 0.00 0.00    CANBKX010000459.1      7452      7532  (15343) C               Kuruka     Unspecified  (4999)    3834    3754    
   410 31.93 2.86 2.86    CANBKX010000474.1      8832      9076   (8073) C               Kuruka     Unspecified  (4995)    3838    3594    
   444 38.02 2.98 2.64    CANBKX010000482.1      8300      8904  (14285) C               Kuruka     Unspecified  (4294)    4539    3933    
   267 30.35 9.60 3.19    CANBKX010000488.1      7537      7713   (9171) C               Kuruka     Unspecified  (4995)    3838    3651    
   229 35.71 0.79 0.79    CANBKX010000505.1     13602     13728   (4501) +               Kuruka     Unspecified    4222    4348  (4485)    
   774 35.89 3.51 2.72    CANBKX010000510.1      8262      9172   (8790) C               Kuruka     Unspecified  (4333)    4500    3583    
   239 31.53 1.77 1.77    CANBKX010000520.1     12042     12154   (1897) +               Kuruka     Unspecified    3588    3700  (5133)    
   366 34.06 2.65 2.65    CANBKX010000524.1      2023      2399  (15824) +               Kuruka     Unspecified    3461    3837  (4996)    
   570 25.96 3.78 2.13    CANBKX010000529.1     20688     20872   (7604) C               Kuruka     Unspecified  (4247)    4586    4399    
  1035 34.36 4.68 4.02    CANBKX010000530.1      7591      9000  (12971) C               Kuruka     Unspecified  (3969)    4864    3446    
   822 34.66 5.52 3.76    CANBKX010000534.1     18027     19204  (19779) C               Kuruka     Unspecified  (4190)    4643    3446    
   457 36.18 3.90 5.23    CANBKX010000535.1      7743      8614   (1771) C               Kuruka     Unspecified  (4053)    4780    3920    
   405 37.75 2.16 2.16    CANBKX010000538.1      3641      4057  (16059) C               Kuruka     Unspecified  (4485)    4348    3932    
   269 32.99 7.56 4.82    CANBKX010000538.1      4178      4521  (15595) C               Kuruka     Unspecified  (4986)    3847    3495    
   284 30.16 6.83 7.19    CANBKX010000541.1      9404      9696   (2316) +               Kuruka     Unspecified    4055    4346  (4487)    
  1795 33.17 3.51 3.41    CANBKX010000551.1     29542     30596   (5290) C               Kuruka     Unspecified  (4190)    4643    3588    
   719 36.69 3.37 2.04    CANBKX010000551.1     30995     31915   (3971) C               Kuruka     Unspecified  (5692)    3141    2209    
   401 31.87 3.52 3.89    CANBKX010000554.1      1027      1310  (18041) +               Kuruka     Unspecified    4227    4509  (4324)    
  1161 34.49 4.28 3.65    CANBKX010000561.1      9188     10520  (17480) +               Kuruka     Unspecified    3510    4850  (3983)    
   506 27.35 4.30 4.30    CANBKX010000563.1       627       882  (29522) +               Kuruka     Unspecified    3585    3840  (4993)    
   346 33.75 0.62 0.62    CANBKX010000563.1      1436      1596  (28808) +               Kuruka     Unspecified    4396    4556  (4277)    
   246 29.98 2.58 5.30    CANBKX010000570.1      1796      1950  (14238) C               Kuruka     Unspecified  (4459)    4374    4224    
   620 36.20 4.03 4.20    CANBKX010000572.1     33974     34593   (7254) C               Kuruka     Unspecified  (4282)    4551    3933    
   607 35.74 3.71 3.88    CANBKX010000572.1     40775     41394    (453) +               Kuruka     Unspecified    3933    4551  (4282)    
   610 36.04 4.23 3.70    CANBKX010000574.1      4226      5219  (10299) +               Kuruka     Unspecified    3588    4586  (4247)    
   309 32.13 4.52 3.97    CANBKX010000574.1     10997     11372   (4146) +               Kuruka     Unspecified    2127    2504  (6329)    
   437 29.41 0.73 0.73    CANBKX010000575.1     20605     20741   (4806) C               Kuruka     Unspecified  (4270)    4563    4427    
   499 32.37 1.21 1.21    CANBKX010000575.1     21331     21577   (3970) C               Kuruka     Unspecified  (4999)    3834    3588    
   277 33.73 4.61 5.18    CANBKX010000578.1     14883     15251   (3294) C               Kuruka     Unspecified  (4172)    4661    4295    
   549 30.47 2.66 2.66    CANBKX010000578.1     15706     15968   (2577) C               Kuruka     Unspecified  (4996)    3837    3575    
  1050 36.93 2.30 2.68    CANBKX010000581.1     14789     15876   (4650) C               Kuruka     Unspecified  (4255)    4578    3495    
   345 30.81 5.18 5.60    CANBKX010000586.1     22421     22671   (3432) C               Kuruka     Unspecified  (4297)    4536    4287    
   445 32.97 2.65 2.65    CANBKX010000589.1      2123      2499  (25176) +               Kuruka     Unspecified    3461    3837  (4996)    
   276 34.76 4.34 4.90    CANBKX010000589.1      2954      3322  (24353) +               Kuruka     Unspecified    4295    4661  (4172)    
  1180 34.18 4.20 3.58    CANBKX010000589.1      6962      8293  (19382) +               Kuruka     Unspecified    3511    4850  (3983)    
  1622 33.64 4.35 3.67    CANBKX010000595.1      8695     10073   (8971) C               Kuruka     Unspecified  (3985)    4848    3461    
   343 33.73 6.29 3.05    CANBKX010000597.1      1531      1848  (18135) +               Kuruka     Unspecified    4227    4554  (4279)    
  1439 32.38 4.96 3.93    CANBKX010000610.1     15533     16641   (3168) C               Kuruka     Unspecified  (4253)    4580    3461    
   524 36.62 2.88 3.04    CANBKX010000619.1     11542     12200   (5812) C               Kuruka     Unspecified  (4225)    4608    3951    
   273 34.17 0.00 0.00    CANBKX010000619.1     12448     12567   (5445) C               Kuruka     Unspecified  (5139)    3694    3575    
   325 38.78 3.12 3.58    CANBKX010000625.1     18045     18718   (6648) +               Kuruka     Unspecified    3932    4602  (4231)    
   814 33.94 2.98 2.98    CANBKX010000631.1      6927      7831  (19252) +               Kuruka     Unspecified    2124    3028  (5805)    
  2184 33.51 3.24 3.24    CANBKX010000631.1      8360      9747  (17336) +               Kuruka     Unspecified    3458    4845  (3988)    
   814 33.94 2.98 2.98    CANBKX010000631.1     14324     15228  (11855) +               Kuruka     Unspecified    2124    3028  (5805)    
  2182 33.51 3.24 3.24    CANBKX010000631.1     15757     17144   (9939) +               Kuruka     Unspecified    3458    4845  (3988)    
   279 27.14 0.00 0.00           OX376372.1    212474    212543 (227953384) C               Kuruka     Unspecified  (4479)    4354    4285    
   290 29.33 6.70 7.17           OX376372.1    422966    423189 (227742738) C               Kuruka     Unspecified  (4300)    4533    4311    
   230 24.72 3.26 3.26           OX376372.1   5948076   5948167 (222217760) +               Kuruka     Unspecified    4059    4150  (4683)    
   602 35.76 4.61 4.09           OX376372.1   6548290   6549286 (221616641) +               Kuruka     Unspecified    3585    4586  (4247)    
   239 28.79 0.00 0.00           OX376372.1   7047394   7047459 (221118468) +               Kuruka     Unspecified    4286    4351  (4482)    
   399 32.41 4.51 3.73           OX376372.1   7084623   7084888 (221081039) C               Kuruka     Unspecified  (4334)    4499    4232    
   334 32.73 3.16 2.44           OX376372.1   7596697   7596981 (220568946) +               Kuruka     Unspecified    4223    4509  (4324)    
   260 32.73 3.16 2.44           OX376372.1   7603663   7603947 (220561980) +               Kuruka     Unspecified    4223    4509  (4324)    
   269 33.34 0.00 1.08           OX376372.1   8788453   8788546 (219377381) C               Kuruka     Unspecified  (4459)    4374    4282    
   342 33.21 3.42 3.82           OX376372.1   9873351   9873613 (218292314) C               Kuruka     Unspecified  (4277)    4556    4295    
   582 33.51 1.86 1.86           OX376372.1   9874068   9874444 (218291483) C               Kuruka     Unspecified  (4996)    3837    3461    
   234 30.16 0.00 0.00           OX376372.1  10420260  10420322 (217745605) C               Kuruka     Unspecified  (4292)    4541    4479    
   234 30.16 0.00 0.00           OX376372.1  10436407  10436469 (217729458) C               Kuruka     Unspecified  (4292)    4541    4479    
   525 36.97 3.87 4.04           OX376372.1  11155436  11156055 (217009872) C               Kuruka     Unspecified  (4282)    4551    3933    
  1870 33.85 3.15 2.41           OX376372.1  13069717  13070827 (215095100) C               Kuruka     Unspecified  (4247)    4586    3468    
   277 35.81 1.89 3.05           OX376372.1  13071295  13071559 (215094368) C               Kuruka     Unspecified  (5767)    3066    2805    
   268 20.00 2.78 2.78           OX376372.1  13801385  13801456 (214364471) +               Kuruka     Unspecified    4370    4441  (4392)    
  1839 32.74 3.85 3.11           OX376372.1  13873240  13874355 (214291572) C               Kuruka     Unspecified  (4249)    4584    3461    
   306 32.76 4.17 4.60           OX376372.1  13986800  13987039 (214178888) C               Kuruka     Unspecified  (4311)    4522    4284    
   375 32.53 0.60 0.00           OX376372.1  14756220  14756385 (213409542) +               Kuruka     Unspecified    3558    3724  (5109)    
   964 37.35 3.25 2.42           OX376372.1  14835849  14836833 (213329094) +               Kuruka     Unspecified    3594    4586  (4247)    
   271 32.03 3.03 3.03           OX376372.1  15576046  15576177 (212589750) +               Kuruka     Unspecified    4223    4354  (4479)    
   266 33.44 5.38 2.44           OX376372.1  16210431  16210709 (211955218) +               Kuruka     Unspecified    4234    4520  (4313)    
   236 25.93 0.00 0.00           OX376372.1  17010001  17010054 (211155873) +               Kuruka     Unspecified    4295    4348  (4485)    
   392 32.92 4.31 4.72           OX376372.1  17741784  17742038 (210423889) +               Kuruka     Unspecified    4292    4545  (4288)    
   334 33.60 3.42 3.82           OX376372.1  17866604  17866866 (210299061) C               Kuruka     Unspecified  (4277)    4556    4295    
   558 34.23 1.59 1.59           OX376372.1  17867321  17867697 (210298230) C               Kuruka     Unspecified  (4996)    3837    3461    
   881 36.26 3.76 2.79           OX376372.1  18671628  18672478 (209493449) C               Kuruka     Unspecified  (4381)    4452    3594    
   533 27.07 3.78 2.13           OX376372.1  19522005  19522189 (208643738) C               Kuruka     Unspecified  (4247)    4586    4399    
   574 29.69 2.66 2.66           OX376372.1  19735808  19736070 (208429857) +               Kuruka     Unspecified    3575    3837  (4996)    
