   832 31.81 4.78 4.78    JBANCZ010000017.1       774      1714 (101291) +               Kuruka     Unspecified    2133    3073  (5760)    
  1030 34.00 3.07 4.35    JBANCZ010006595.1      2160      3463   (3602) +               Kuruka     Unspecified    2110    3397  (5436)    
  2357 32.68 1.86 1.95    JBANCZ010006595.1      3537      4719   (2346) +               Kuruka     Unspecified    3456    4637  (4196)    
   445 34.82 5.23 2.69    JBANCZ010006711.1      3607      3969   (2963) C               Kuruka     Unspecified  (5000)    3833    3462    
   293 31.29 4.11 2.24    JBANCZ010006711.1      4423      4641   (2291) C               Kuruka     Unspecified  (5806)    3027    2805    
   272 32.97 3.71 4.27    JBANCZ010006713.1      5458      5834   (1098) C               Kuruka     Unspecified  (4426)    4407    4033    
   312 38.14 0.47 0.00    JBANCZ010006724.1      2954      3168   (3751) C               Kuruka     Unspecified  (5129)    3704    3489    
   347 22.38 4.50 7.41    JBANCZ010006815.1        26       136   (6662) +               Kuruka     Unspecified     469     576  (8257)    
  1375 33.80 2.70 3.25    JBANCZ010006815.1      1705      2817   (3981) +               Kuruka     Unspecified    2124    3230  (5603)    
  3366 31.12 0.84 0.93    JBANCZ010006815.1      3075      4261   (2537) +               Kuruka     Unspecified    3458    4643  (4190)    
   333 27.96 2.48 2.48    JBANCZ010006815.1      5889      6009    (789) +               Kuruka     Unspecified    6349    6469  (2364)    
   280 34.28 2.11 1.40    JBANCZ010006850.1      1918      2059   (4703) C               Kuruka     Unspecified  (4289)    4544    4402    
   234 31.77 8.00 1.07    JBANCZ010006850.1      2651      2825   (3937) C               Kuruka     Unspecified  (4996)    3837    3651    
   417 37.77 2.88 3.06    JBANCZ010006965.1       187       776   (5883) +               Kuruka     Unspecified    3948    4536  (4297)    
   241 34.58 5.29 5.29    JBANCZ010007124.1      4330      4726   (1779) C               Kuruka     Unspecified  (4990)    3843    3447    
   439 34.70 6.96 0.60    JBANCZ010007293.1      3067      3382   (2953) C               Kuruka     Unspecified  (5000)    3833    3498    
  1016 34.82 3.79 2.96    JBANCZ010007436.1      1972      3078   (3112) C               Kuruka     Unspecified  (4253)    4580    3465    
   264 31.60 5.33 5.33    JBANCZ010007463.1      3523      3766   (2400) C               Kuruka     Unspecified  (5054)    3779    3536    
   467 35.06 2.88 2.88    JBANCZ010007501.1      2251      2667   (3464) +               Kuruka     Unspecified    3938    4354  (4479)    
   495 32.68 5.42 5.62    JBANCZ010007526.1      4265      4799   (1313) C               Kuruka     Unspecified  (4387)    4446    3913    
   913 34.49 3.68 3.08    JBANCZ010007807.1      4607      5638    (228) +               Kuruka     Unspecified    3488    4525  (4308)    
   325 32.18 1.37 2.07    JBANCZ010008050.1       944      1089   (4562) C               Kuruka     Unspecified  (4459)    4374    4230    
   385 35.69 4.95 5.07    JBANCZ010008193.1      2955      3863   (1684) C               Kuruka     Unspecified  (4333)    4500    3593    
   279 27.00 2.91 2.91    JBANCZ010008624.1      3823      3925   (1250) +               Kuruka     Unspecified    3757    3859  (4974)    
   327 31.61 2.51 3.03    JBANCZ010008839.1       731       929   (4093) +               Kuruka     Unspecified    4323    4520  (4313)    
   457 35.31 4.71 4.37    JBANCZ010008840.1      3071      3686   (1335) C               Kuruka     Unspecified  (4277)    4556    3939    
  1197 32.27 4.10 4.89    JBANCZ010008911.1        96      1291   (3684) +               Kuruka     Unspecified    2127    3313  (5520)    
  3922 30.60 1.13 1.21    JBANCZ010008911.1      1454      2776   (2199) +               Kuruka     Unspecified    3437    4758  (4075)    
   562 33.91 0.00 0.00    JBANCZ010008911.1      4241      4470    (505) +               Kuruka     Unspecified    6304    6533  (2300)    
   318 35.41 2.65 2.65    JBANCZ010008976.1      2436      2699   (2231) +               Kuruka     Unspecified    4283    4546  (4287)    
   553 32.53 5.18 3.25    JBANCZ010009197.1      4310      4792      (2) +               Kuruka     Unspecified    3638    4129  (4704)    
  2211 32.70 2.68 2.26    JBANCZ010009447.1      2535      3726    (898) C               Kuruka     Unspecified  (4088)    4745    3549    
   274 35.29 0.65 0.65    JBANCZ010009473.1      3488      3641    (970) +               Kuruka     Unspecified    3572    3725  (5108)    
   286 35.34 4.09 4.09    JBANCZ010009473.1      3843      4258    (353) +               Kuruka     Unspecified    3939    4354  (4479)    
   264 34.04 2.76 2.76    JBANCZ010009568.1      1631      1775   (2769) +               Kuruka     Unspecified    4402    4546  (4287)    
   287 27.07 8.01 7.12    JBANCZ010009601.1       497       858   (3666) +               Kuruka     Unspecified    5258    5622  (3211)    
   599 30.11 0.00 0.00    JBANCZ010009601.1      1464      1649   (2875) +               Kuruka     Unspecified    6246    6431  (2402)    
   281 35.68 2.82 4.29    JBANCZ010009671.1       885      1168   (3303) +               Kuruka     Unspecified    4196    4475  (4358)    
   382 32.70 3.66 3.98    JBANCZ010009815.1      2007      2334   (2042) C               Kuruka     Unspecified  (4289)    4544    4218    
   240 22.04 1.67 1.67    JBANCZ010009827.1       444       503   (3868) C               Kuruka     Unspecified  (4479)    4354    4295    
   274 31.30 0.76 0.76    JBANCZ010009889.1      2224      2355   (1979) +               Kuruka     Unspecified    4218    4349  (4484)    
   238 29.31 1.69 1.69    JBANCZ010009901.1      1474      1591   (2739) C               Kuruka     Unspecified  (4499)    4334    4217    
   266 31.90 1.41 2.86    JBANCZ010009901.1      2067      2208   (2122) C               Kuruka     Unspecified  (5101)    3732    3593    
   238 13.64 2.27 0.00    JBANCZ010010208.1      1221      1264   (2899) +               Kuruka     Unspecified     510     554  (8279)    
  2070 32.21 1.87 1.87    JBANCZ010010208.1      1992      2956   (1207) +               Kuruka     Unspecified    2133    3097  (5736)    
  2799 28.95 1.06 1.89    JBANCZ010010208.1      3312      4163      (0) +               Kuruka     Unspecified    3444    4288  (4545)    
   349 34.49 1.93 1.93    JBANCZ010010405.1      3161      3367    (688) +               Kuruka     Unspecified    3593    3799  (5034)    
   298 26.39 0.00 0.00    JBANCZ010010405.1      3826      3897    (158) +               Kuruka     Unspecified    4261    4332  (4501)    
   241 30.48 3.61 1.18    JBANCZ010010619.1      1217      1299   (2645) C               Kuruka     Unspecified  (5995)    2838    2754    
   442 29.39 3.79 3.79    JBANCZ010010658.1       274       563   (3361) C               Kuruka     Unspecified  (4581)    4252    3963    
   268 34.06 2.14 2.14    JBANCZ010010658.1       832      1065   (2859) C               Kuruka     Unspecified  (5139)    3694    3461    
   229 33.89 0.82 0.82    JBANCZ010010899.1       423       544   (3258) +               Kuruka     Unspecified    3594    3715  (5118)    
  1507 30.81 3.45 2.22    JBANCZ010010899.1       916      1582   (2220) +               Kuruka     Unspecified    4087    4761  (4072)    
  4474 29.33 0.79 0.86    JBANCZ010011121.1       700      2095   (1594) C               Kuruka     Unspecified  (3986)    4847    3453    
  1826 31.60 2.34 1.93    JBANCZ010011121.1      2487      3467    (222) C               Kuruka     Unspecified  (5751)    3082    2098    
   248 32.67 4.65 4.87    JBANCZ010011256.1        89       561   (3054) +               Kuruka     Unspecified    4065    4536  (4297)    
   467 33.06 1.62 2.03    JBANCZ010011353.1      1474      1720   (1846) +               Kuruka     Unspecified    4291    4536  (4297)    
   427 35.70 3.16 3.67    JBANCZ010011569.1      1937      2538    (923) C               Kuruka     Unspecified  (4297)    4536    3938    
  1096 34.17 4.29 2.55    JBANCZ010011570.1      1687      2806    (654) +               Kuruka     Unspecified    3440    4578  (4255)    
  1078 36.28 2.59 1.52    JBANCZ010011704.1         3       850   (2543) C               Kuruka     Unspecified  (4479)    4354    3498    
   590 36.90 2.76 2.76    JBANCZ010012239.1      1319      1789   (1381) +               Kuruka     Unspecified    5985    6455  (2378)    
   271 31.63 4.86 5.28    JBANCZ010012608.1      1388      1634   (1384) +               Kuruka     Unspecified    4291    4536  (4297)    
   410 33.13 4.18 4.49    JBANCZ010012626.1      1483      1817   (1195) C               Kuruka     Unspecified  (4456)    4377    4044    
   278 26.83 1.20 1.20    JBANCZ010012626.1      2224      2306    (706) C               Kuruka     Unspecified  (5196)    3637    3555    
   559 32.54 2.33 2.68    JBANCZ010012633.1      1860      2159    (846) C               Kuruka     Unspecified  (4255)    4578    4280    
   233 23.53 0.00 0.00    JBANCZ010012838.1       451       501   (2437) +               Kuruka     Unspecified    3651    3701  (5132)    
   335 38.88 1.78 1.93    JBANCZ010012838.1       763      1436   (1502) +               Kuruka     Unspecified    3939    4611  (4222)    
  2866 29.59 1.27 1.27    JBANCZ010013427.1         1       945   (1773) C               Kuruka     Unspecified  (4545)    4288    3344    
  1803 33.40 1.66 1.66    JBANCZ010013427.1      1201      2165    (553) C               Kuruka     Unspecified  (5736)    3097    2133    
   288 13.33 0.00 0.00    JBANCZ010013427.1      2605      2649     (69) C               Kuruka     Unspecified  (8279)     554     510    
   271 32.70 3.65 3.65    JBANCZ010013784.1      2144      2362    (244) C               Kuruka     Unspecified  (5154)    3679    3461    
   229 23.08 0.00 0.00    JBANCZ010014266.1       111       162   (2297) +               Kuruka     Unspecified    4282    4333  (4500)    
   833 34.37 1.02 1.02    JBANCZ010014642.1       699      1089   (1257) +               Kuruka     Unspecified    6168    6558  (2275)    
   241 24.19 1.59 1.59    JBANCZ010014668.1      2136      2198    (142) C               Kuruka     Unspecified  (4486)    4347    4285    
   262 25.37 0.00 0.00    JBANCZ010014871.1       247       313   (1977) C               Kuruka     Unspecified  (4716)    4117    4051    
   410 31.95 4.94 5.36    JBANCZ010015042.1      1042      1547    (703) +               Kuruka     Unspecified    4033    4536  (4297)    
   364 28.27 5.10 3.12    JBANCZ010015377.1       651       807   (1353) +               Kuruka     Unspecified    4402    4561  (4272)    
   248 23.44 1.54 1.54    JBANCZ010015667.1      1638      1702    (393) C               Kuruka     Unspecified  (4487)    4346    4282    
   614 30.83 1.30 1.30    JBANCZ010015835.1       441       670   (1384) +               Kuruka     Unspecified    6247    6476  (2357)    
   227 31.58 2.06 2.06    JBANCZ010016052.1      1771      1867    (140) +               Kuruka     Unspecified    3755    3851  (4982)    
   239 20.69 4.40 4.40    JBANCZ010016795.1        97       187   (1666) C               Kuruka     Unspecified  (6532)    2301    2211    
   316 32.18 4.07 4.46    JBANCZ010017684.1       375       644   (1055) +               Kuruka     Unspecified    4274    4542  (4291)    
   435 35.28 4.26 3.52    JBANCZ010017689.1      1273      1695      (3) C               Kuruka     Unspecified  (4190)    4643    4218    
   293 30.28 0.91 0.91    JBANCZ010018159.1      1512      1621      (5) C               Kuruka     Unspecified  (4312)    4521    4412    
   369 31.07 4.58 4.58    JBANCZ010019032.1       991      1361    (140) C               Kuruka     Unspecified  (4321)    4512    4142    
   283 29.42 2.14 2.88    JBANCZ010019518.1      1074      1213    (229) +               Kuruka     Unspecified    4295    4433  (4400)    
   314 17.18 1.54 1.54    JBANCZ010019804.1       877       941    (471) +               Kuruka     Unspecified    4290    4354  (4479)    
   254 33.08 2.21 2.21    JBANCZ010019825.1       820       955    (455) +               Kuruka     Unspecified    3593    3728  (5105)    
   246 31.06 3.65 3.65    JBANCZ010019825.1      1097      1233    (177) +               Kuruka     Unspecified    3870    4006  (4827)    
   244 23.44 1.54 1.54    JBANCZ010019893.1       488       552    (850) +               Kuruka     Unspecified    4284    4348  (4485)    
   259 31.18 0.00 0.00    JBANCZ010019983.1      1077      1169    (224) C               Kuruka     Unspecified  (5154)    3679    3587    
   479 31.47 3.32 3.75    JBANCZ010020445.1        12       252   (1095) C               Kuruka     Unspecified  (4376)    4457    4218    
   281 37.63 1.08 0.00    JBANCZ010020837.1      1011      1196    (114) C               Kuruka     Unspecified  (5193)    3640    3453    
   317 24.47 5.32 0.00    JBANCZ010021383.1       765       858    (404) +               Kuruka     Unspecified    3913    4011  (4822)    
   352 28.79 0.75 0.75    JBANCZ010021602.1       307       439    (806) C               Kuruka     Unspecified  (4485)    4348    4216    
  1219 33.48 3.56 2.76    JBANCZ010022126.1         1       900    (304) C               Kuruka     Unspecified  (4391)    4442    3536    
   360 32.76 5.22 3.15    JBANCZ010022146.1       758      1006    (197) +               Kuruka     Unspecified    4282    4535  (4298)    
   337 33.58 3.20 3.57    JBANCZ010022170.1        95       375    (826) C               Kuruka     Unspecified  (4339)    4494    4215    
   264 24.70 2.38 3.61    JBANCZ010022290.1       174       257    (936) C               Kuruka     Unspecified  (4456)    4377    4295    
  1086 31.37 7.10 1.75    JBANCZ010024046.1        59       762    (322) C               Kuruka     Unspecified  (5994)    2839    2099    
   232 27.87 3.61 4.88    JBANCZ010025328.1       306       388    (629) C               Kuruka     Unspecified  (4447)    4386    4305    
   420 35.77 2.75 2.47    JBANCZ010025430.1         6       369    (643) C               Kuruka     Unspecified  (4530)    4303    3939    
   361 33.26 3.72 4.50    JBANCZ010025740.1       282       684    (314) +               Kuruka     Unspecified    3934    4333  (4500)    
   782 33.19 5.15 2.68    JBANCZ010025868.1       336       917     (75) C               Kuruka     Unspecified  (5842)    2991    2396    
   256 35.46 2.64 3.10    JBANCZ010026546.1       640       866     (99) +               Kuruka     Unspecified    4308    4533  (4300)    
   365 35.33 0.54 0.54    JBANCZ010027155.1       328       512    (429) C               Kuruka     Unspecified  (4289)    4544    4360    
   565 34.09 1.91 1.91    JBANCZ010027155.1       577       890     (51) C               Kuruka     Unspecified  (4581)    4252    3939    
   289 35.04 3.42 3.42    JBANCZ010028373.1       409       671    (228) +               Kuruka     Unspecified    4284    4546  (4287)    
   275 17.24 1.69 1.69    JBANCZ010028423.1       169       227    (671) +               Kuruka     Unspecified    4296    4354  (4479)    
   324 21.52 4.08 5.15    JBANCZ010029305.1       210       307    (564) +               Kuruka     Unspecified    4283    4379  (4454)    
  1734 26.16 0.24 0.24    JBANCZ010030204.1       179       588    (259) C               Kuruka     Unspecified  (4965)    3868    3459    
   227 30.44 1.08 1.08    JBANCZ010030631.1       408       500    (335) +               Kuruka     Unspecified    3587    3679  (5154)    
   253 33.34 3.23 3.23    JBANCZ010031645.1       129       314    (495) C               Kuruka     Unspecified  (5055)    3778    3593    
   453 28.21 0.00 0.00    JBANCZ010033462.1        29       145    (624) C               Kuruka     Unspecified  (4500)    4333    4217    
   257 35.23 0.00 0.00    JBANCZ010033462.1       251       338    (431) C               Kuruka     Unspecified  (4722)    4111    4024    
   295 34.69 2.17 1.81    JBANCZ010035656.1        99       374    (355) +               Kuruka     Unspecified    4173    4449  (4384)    
   248 27.38 3.60 4.55    JBANCZ010037386.1         1       111    (590) +               Kuruka     Unspecified    4322    4431  (4402)    
   564 33.57 4.24 0.00    JBANCZ010038372.1       403       685      (1) +               Kuruka     Unspecified    3536    3830  (5003)    
   244 13.89 0.00 0.00    JBANCZ010041680.1        70       105    (538) +               Kuruka     Unspecified     510     545  (8288)    
   247 31.86 4.23 3.68    JBANCZ010042425.1       432       620     (16) C               Kuruka     Unspecified  (5188)    3645    3456    
   240 29.54 5.07 4.32    JBANCZ010043401.1        40       177    (448) +               Kuruka     Unspecified    3558    3696  (5137)    
   271 18.64 1.67 1.67    JBANCZ010045391.1       317       376    (229) +               Kuruka     Unspecified    4295    4354  (4479)    
   357 36.94 2.07 2.07    JBANCZ010047911.1       151       537     (45) C               Kuruka     Unspecified  (4307)    4526    4140    
   225 27.03 1.33 1.33    JBANCZ010048945.1       265       339    (235) +               Kuruka     Unspecified    3620    3694  (5139)    
   248 31.63 0.85 0.85    JBANCZ010050309.1       398       515     (48) C               Kuruka     Unspecified  (4500)    4333    4216    
  1632 31.45 0.00 0.18    JBANCZ010052370.1         1       548      (0) +               Kuruka     Unspecified    4212    4758  (4075)    
   408 34.27 4.88 3.35    JBANCZ010062308.1        15       485      (8) +               Kuruka     Unspecified    4018    4495  (4338)    
   932 31.10 2.33 2.57    JBANCZ010070420.1        14       442     (17) +               Kuruka     Unspecified    4065    4492  (4341)    
   265 25.76 0.00 0.00    JBANCZ010077885.1        69       134    (300) +               Kuruka     Unspecified    3581    3646  (5187)    
   319 28.89 3.57 3.57    JBANCZ010081760.1        80       219    (203) C               Kuruka     Unspecified  (4292)    4541    4402    
   370 33.22 2.27 2.27    JBANCZ010082142.1        42       349     (72) C               Kuruka     Unspecified  (4482)    4351    4044    
   347 26.17 0.92 1.85    JBANCZ010096610.1        92       200    (186) C               Kuruka     Unspecified  (4456)    4377    4270    
   293 32.92 1.24 1.88    JBANCZ010100170.1       168       328     (50) +               Kuruka     Unspecified    4218    4377  (4456)    
   233 25.86 0.00 0.00    JBANCZ010102451.1         3        60    (314) +               Kuruka     Unspecified    4273    4330  (4503)    
   237 30.44 1.08 1.08    JBANCZ010104219.1        82       174    (197) C               Kuruka     Unspecified  (5153)    3680    3588    
   225 34.26 0.00 0.00    JBANCZ010115043.1        97       204    (148) C               Kuruka     Unspecified  (4300)    4533    4426    
   403 31.72 2.15 2.59    JBANCZ010115054.1        80       312     (40) C               Kuruka     Unspecified  (4312)    4521    4290    
   270 30.23 0.00 0.00    JBANCZ010116043.1       152       237    (114) +               Kuruka     Unspecified    3555    3640  (5193)    
   266 35.25 2.11 2.11    JBANCZ010118652.1         4       145    (202) C               Kuruka     Unspecified  (5099)    3734    3593    
   454 36.57 0.00 0.75    JBANCZ010123342.1         2       271     (69) +               Kuruka     Unspecified    4259    4526  (4307)    
   315 33.99 3.76 4.09    JBANCZ010124138.1        17       335      (4) C               Kuruka     Unspecified  (4285)    4548    4231    
   278 19.15 0.00 0.00    JBANCZ010126109.1       225       271     (65) C               Kuruka     Unspecified  (5193)    3640    3594    
   254 27.05 3.49 1.14    JBANCZ010135333.1       142       227     (98) C               Kuruka     Unspecified  (4479)    4354    4267    
   299 29.63 6.36 6.36    JBANCZ010136468.1        51       223    (100) C               Kuruka     Unspecified  (4723)    4110    3938    
   277 23.47 2.38 3.61    JBANCZ010138553.1        33       116    (205) C               Kuruka     Unspecified  (4456)    4377    4295    
   246 26.31 1.30 1.30    JBANCZ010141505.1       240       316      (1) +               Kuruka     Unspecified    4214    4290  (4543)    
   263 37.09 1.23 1.23    JBANCZ010145655.1        62       304      (9) +               Kuruka     Unspecified    4073    4315  (4518)    
   265 28.42 5.26 0.00    JBANCZ010148963.1       145       239     (70) +               Kuruka     Unspecified    3913    4012  (4821)    
   301 36.36 0.00 0.00    JBANCZ010149134.1        31       195    (114) C               Kuruka     Unspecified  (5202)    3631    3467    
   397 24.71 0.00 0.00    JBANCZ010154617.1         1        85    (218) +               Kuruka     Unspecified    4272    4356  (4477)    
   262 24.62 0.00 0.00    JBANCZ010161574.1       201       265     (32) +               Kuruka     Unspecified    4290    4354  (4479)    
   391 30.39 1.63 1.63    JBANCZ010174762.1        10       193     (93) C               Kuruka     Unspecified  (4518)    4315    4132    
   232 27.69 0.00 0.00    JBANCZ010177452.1        94       158    (125) +               Kuruka     Unspecified    4282    4346  (4487)    
   233 20.36 0.00 3.39    JBANCZ010183888.1       203       263     (16) +               Kuruka     Unspecified    7024    7082  (1751)    
   236 33.51 4.08 4.08    JBANCZ010192106.1        78       273      (1) +               Kuruka     Unspecified    4087    4282  (4551)    
   242 29.79 4.08 4.08    JBANCZ010200121.1        28       174     (96) +               Kuruka     Unspecified    3593    3739  (5094)    
   333 27.00 0.99 0.99    JBANCZ010244420.1        62       162     (90) +               Kuruka     Unspecified    4230    4330  (4503)    
   242 33.33 4.48 4.48    JBANCZ010244478.1        51       251      (1) C               Kuruka     Unspecified  (5120)    3713    3513    
   321 29.94 12.25 1.78    JBANCZ010249190.1        12       215     (35) C               Kuruka     Unspecified  (6330)    2503    2279    
   279 32.32 0.00 0.00    JBANCZ010249607.1        34       132    (118) +               Kuruka     Unspecified    3582    3680  (5153)    
   291 24.00 0.00 0.00    JBANCZ010279789.1       161       235      (5) +               Kuruka     Unspecified    4274    4348  (4485)    
   254 35.35 0.92 0.92    JBANCZ010279876.1        24       240      (0) +               Kuruka     Unspecified    4026    4242  (4591)    
   294 26.71 4.17 4.17    JBANCZ010293114.1         5       172     (64) C               Kuruka     Unspecified  (4501)    4332    4165    
   251 23.53 1.45 1.45    JBANCZ010295254.1         1        69    (167) C               Kuruka     Unspecified  (4479)    4354    4286    
   316 32.99 3.47 3.98    JBANCZ010296821.1        32       233      (2) +               Kuruka     Unspecified    4291    4491  (4342)    
   270 28.34 3.20 4.03    JBANCZ010305117.1       108       232      (1) C               Kuruka     Unspecified  (4402)    4431    4308    
   500 31.03 0.98 0.98    JBANCZ010313373.1        10       214     (16) C               Kuruka     Unspecified  (6061)    2772    2568    
   232 30.93 2.11 2.11    JBANCZ010316045.1         2       143     (87) C               Kuruka     Unspecified  (5137)    3696    3555    
   293 33.99 0.66 0.66    JBANCZ010316785.1         6       156     (73) +               Kuruka     Unspecified    4419    4569  (4264)    
   454 23.28 0.85 0.85    JBANCZ010317983.1        87       203     (26) C               Kuruka     Unspecified  (4500)    4333    4217    
   350 31.62 0.73 0.73    JBANCZ010322431.1        28       164     (64) +               Kuruka     Unspecified    4218    4354  (4479)    
